room	O	O
at	O	O
suitable	O	O
intervals	O	O
.	O	O
Books	O	O
to	O	O
be	O	O
sold	O	O
following	O	O
the	O	O
debate	O	O
.	O	O
See	O	O
the	O	O
Facebook	O	O
event	O	O
here	O	O
https	O	O
www	O	O
.	O	O
facebook	O	O
.	O	O
com	O	O
events	O	O
385574261590508	O	O
.	O	O
Sponsored	O	O
by	O	O
the	O	O
Princeton	O	O
Anscombe	O	O
Society	O	O
with	O	O
the	O	O
support	O	O
of	O	O
the	O	O
Love	O	O
and	O	O
Fidelity	O	O
Network	O	O
,	O	O
the	O	O
Leadership	O	O
Institute	O	O
,	O	O
the	O	O
Alliance	O	O
Defending	O	O
Freedom	O	O
,	O	O
Christian	O	O
Union	O	O
,	O	O
the	O	O
Program	O	O
in	O	O
Gender	O	O
and	O	O
Sexuality	O	O
Studies	O	O
,	O	O
the	O	O
Office	O	O
of	O	O
Religious	O	O
Life	O	O
,	O	O
and	O	O
the	O	O
USG	O	O
Projects	O	O
Board	O	O
For	O	O
those	O	O
of	O	O
you	O	O
interested	O	O
,	O	O
there	O	O
will	O	O
be	O	O
a	O	O
review	O	O
session	O	O
for	O	O
the	O	O
midterm	O	O
this	O	O
Sunday	O	O
(	O	O
October	O	O
19	O	O
)	O	O
at	O	O
8	O	O
pm	O	O
in	O	O
McCosh	LOCATION	LOCATION
50	LOCATION	LOCATION
.	O	O
This	O	O
is	O	O
a	O	O
chance	O	O
for	O	O
you	O	O
to	O	O
ask	O	O
questions	O	O
and	O	O
clear	O	O
up	O	O
terms	O	O
and	O	O
ideas	O	O
that	O	O
you	O	O
came	O	O
across	O	O
while	O	O
studying	O	O
for	O	O
the	O	O
exam	O	O
and	O	O
crafting	O	O
your	O	O
essays	O	O
.	O	O
It	O	O
is	O	O
not	O	O
going	O	O
to	O	O
be	O	O
a	O	O
replay	O	O
of	O	O
the	O	O
lectures	O	O
and	O	O
precepts	O	O
.	O	O
So	O	O
we	O	O
suggest	O	O
you	O	O
come	O	O
with	O	O
questions	O	O
.	O	O
The	O	O
more	O	O
of	O	O
them	O	O
you	O	O
have	O	O
the	O	O
better	O	O
this	O	O
session	O	O
will	O	O
be	O	O
for	O	O
eveyone	O	O
.	O	O
See	O	O
you	O	O
Sunday	O	O
The	O	O
Wilson	O	O
College	O	O
Signature	O	O
Lecture	O	O
Series	O	O
presents	O	O
E2	O	O
80	O	O
A6	O	O
E2	O	O
80	O	O
9Calgorithm	O	O
blues	O	O
a	O	O
reading	O	O
by	O	O
JOSHUA	O	O
BENNETT	O	O
poet	O	O
,	O	O
storyteller	O	O
,	O	O
scholar	O	O
Tuesday	O	O
,	O	O
October	O	O
7	O	O
5PM	O	O
McCosh	LOCATION	O
10	LOCATION	O
Lecture	O	O
is	O	O
free	O	O
open	O	O
to	O	O
the	O	O
public	O	O
.	O	O
Reception	O	O
for	O	O
Wilson	O	O
College	O	O
affiliates	O	O
guests	O	O
in	O	O
the	O	O
Julian	O	O
Street	O	O
Library	O	O
to	O	O
follow	O	O
discussion	O	O
.	O	O
For	O	O
more	O	O
information	O	O
,	O	O
visit	O	O
http	O	O
www	O	O
.	O	O
princeton	O	O
.	O	O
edu	O	O
wilsoncollege	O	O
signatureseries	O	O
Sample	O	O
E2	O	O
80	O	O
9CBalaenoptera	O	O
E2	O	O
80	O	O
9D	O	O
https	O	O
www	O	O
.	O	O
youtube	O	O
.	O	O
com	O	O
watch	O	O
?	O	O
v	O	O
3D	O	O
Q9TWj3kb4cA	O	O
-	O	O
-	O	O
-	O	O
-	O	O
-	O	O
-	O	O
-	O	O
-	O	O
-	O	O
-	O	O
-	O	O
-	O	O
-	O	O
-	O	O
-	O	O
-	O	O
-	O	O
-	O	O
-	O	O
-	O	O
-	O	O
-	O	O
-	O	O
-	O	O
-	O	O
-	O	O
-	O	O
-	O	O
-	O	O
-	O	O
-	O	O
-	O	O
-	O	O
-	O	O
-	O	O
-	O	O
-	O	O
-	O	O
-	O	O
-	O	O
-	O	O
-	O	O
-	O	O
-	O	O
-	O	O
-	O	O
-	O	O
-	O	O
-	O	O
Are	O	O
you	O	O
interested	O	O
in	O	O
prison	O	O
reform	O	O
?	O	O
Education	O	O
policy	O	O
?	O	O
Tutoring	O	O
?	O	O
Reducing	O	O
the	O	O
high	O	O
recidivism	O	O
rate	O	O
in	O	O
America	O	O
?	O	O
If	O	O
so	O	O
,	O	O
volunteer	O	O
as	O	O
a	O	O
tutor	O	O
for	O	O
the	O	O
Petey	O	O
Greene	O	O
Prisoner	O	O
Assistance	O	O
Program	O	O
!	O	O
As	O	O
a	O	O
tutor	O	O
,	O	O
you	O	O
will	O	O
have	O	O
the	O	O
opportunity	O	O
to	O	O
tutor	O	O
inmates	O	O
in	O	O
local	O	O
New	O	O
Jersey	O	O
Prisons	O	O
.	O	O
Petey	O	O
Greene	O	O
tutors	O	O
are	O	O
asked	O	O
to	O	O
dedicate	O	O
3	O	O
hours	O	O
every	O	O
week	O	O
to	O	O
working	O	O
with	O	O
the	O	O
students	O	O
in	O	O
our	O	O
New	O	O
Jersey	O	O
prisons	O	O
.	O	O
We	O	O
tutor	O	O
from	O	O
Monday	O	O
to	O	O
Fridays	O	O
,	O	O
and	O	O
you	O	O
can	O	O
sign	O	O
up	O	O
for	O	O
either	O	O
the	O	O
morning	O	O
shift	O	O
(	O	O
with	O	O
a	O	O
7	O	O
20	O	O
am	O	O
pick	O	O
-	O	O
up	O	O
and	O	O
10	O	O
40	O	O
am	O	O
drop	O	O
-	O	O
off	O	O
)	O	O
or	O	O
the	O	O
afternoon	O	O
shift	O	O
(	O	O
with	O	O
a	O	O
12	O	O
20	O	O
pm	O	O
pick	O	O
-	O	O
up	O	O
and	O	O
3	O	O
40	O	O
pm	O	O
drop	O	O
off	O	O
)	O	O
.	O	O
If	O	O
you	O	O
have	O	O
any	O	O
interest	O	O
in	O	O
becoming	O	O
a	O	O
Petey	O	O
Greene	O	O
tutor	O	O
,	O	O
come	O	O
to	O	O
our	O	O
information	O	O
session	O	O
Monday	O	O
,	O	O
September	O	O
15th	O	O
at	O	O
6	O	O
30	O	O
pm	O	O
in	O	O
McCosh	LOCATION	LOCATION
60	LOCATION	LOCATION
(	O	O
location	O	O
may	O	O
change	O	O
to	O	O
a	O	O
larger	O	O
location	O	O
-	O	O
a	O	O
note	O	O
will	O	O
be	O	O
place	O	O
on	O	O
the	O	O
door	O	O
)	O	O
.	O	O
Join	O	O
the	O	O
Pace	O	O
Center	O	O
for	O	O
Civic	O	O
Engagement	O	O
,	O	O
fellow	O	O
students	O	O
,	O	O
and	O	O
University	O	O
community	O	O
members	O	O
for	O	O
an	O	O
inspirational	O	O
look	O	O
at	O	O
meaningful	O	O
service	O	O
with	O	O
keynote	O	O
speaker	O	O
Lisette	O	O
Nieves	O	O
MPA	O	O
'01	O	O
during	O	O
Reflections	O	O
on	O	O
Service	O	O
2014	O	O
in	O	O
McCosh	LOCATION	O
50	LOCATION	O
at	O	O
4	O	O
15	O	O
PM	O	O
today	O	O
!	O	O
Lisette	O	O
serves	O	O
as	O	O
a	O	O
Commissioner	O	O
on	O	O
the	O	O
White	O	O
House	O	O
Initiative	O	O
on	O	O
Educational	O	O
Excellence	O	O
for	O	O
Hispanics	O	O
.	O	O
With	O	O
extensive	O	O
experience	O	O
in	O	O
social	O	O
entrepreneurship	O	O
and	O	O
public	O	O
leadership	O	O
,	O	O
she	O	O
is	O	O
a	O	O
Founding	O	O
Partner	O	O
at	O	O
Lingo	O	O
Ventures	O	O
,	O	O
which	O	O
provides	O	O
consulting	O	O
services	O	O
to	O	O
nonprofits	O	O
,	O	O
and	O	O
previously	O	O
served	O	O
as	O	O
founding	O	O
Executive	O	O
Director	O	O
of	O	O
Year	O	O
Up	O	O
,	O	O
NY	O	O
,	O	O
Chief	O	O
of	O	O
Staff	O	O
of	O	O
the	O	O
Department	O	O
of	O	O
Youth	O	O
and	O	O
Community	O	O
Development	O	O
for	O	O
New	O	O
York	O	O
City	O	O
,	O	O
and	O	O
was	O	O
part	O	O
of	O	O
the	O	O
start	O	O
-	O	O
up	O	O
team	O	O
for	O	O
AmeriCorps	O	O
.	O	O
The	O	O
event	O	O
is	O	O
open	O	O
to	O	O
the	O	O
Class	O	O
of	O	O
2018	O	O
and	O	O
all	O	O
Princeton	O	O
University	O	O
students	O	O
,	O	O
staff	O	O
and	O	O
faculty	O	O
.	O	O
Attendees	O	O
will	O	O
have	O	O
the	O	O
opportunity	O	O
to	O	O
ask	O	O
questions	O	O
and	O	O
socialize	O	O
with	O	O
Lisette	O	O
at	O	O
the	O	O
conclusion	O	O
of	O	O
the	O	O
program	O	O
.	O	O
Refreshments	O	O
will	O	O
be	O	O
served	O	O
.	O	O
Join	O	O
the	O	O
Facebook	O	O
Event	O	O
here	O	O
https	O	O
www	O	O
.	O	O
facebook	O	O
.	O	O
com	O	O
events	O	O
697911663619490	O	O
!	O	O
See	O	O
you	O	O
at	O	O
McCosh	LOCATION	O
50	LOCATION	O
at	O	O
4	O	O
15	O	O
PM	O	O
on	O	O
Tuesday	O	O
,	O	O
Sept	O	O
.	O	O
9	O	O
!	O	O
image	O	O
Inline	O	O
image	O	O
1	O	O
Yours	O	O
in	O	O
the	O	O
Nation's	O	O
Service	O	O
and	O	O
in	O	O
the	O	O
Service	O	O
of	O	O
All	O	O
Nations	O	O
,	O	O
Prianka	O	O
Misra	O	O
'16	O	O
and	O	O
Zhan	O	O
Okuda	O	O
-	O	O
Lim	O	O
'15	O	O
Members	O	O
,	O	O
Pace	O	O
Council	O	O
for	O	O
Civic	O	O
Values	O	O
(	O	O
PCCV	O	O
)	O	O
https	O	O
www	O	O
.	O	O
facebook	O	O
.	O	O
com	O	O
pages	O	O
Pace	O	O
-	O	O
Council	O	O
-	O	O
for	O	O
-	O	O
Civic	O	O
-	O	O
Values	O	O
-	O	O
PCCV	O	O
184205708282809	O	O

